IP Address,Duration (in seconds),age,gender_men,participant_race_WHITE,participant_race_NONBLACK,participant_race_BLACK ,participant_EDU,What political party do you most identify with? - Selected Choice,political_ideology_continuous,"In terms of social and cultural issues, how liberal or conservative are you on a scale from 1-7 (from extremely liberal to extremely conservative)? - Political Ideology","In terms of economic issues, how liberal or conservative are you on a scale from 1-7 (from extremely liberal to extremely conservative)? - Political Ideology",generalSJ,racialSJ,educationsystem_effectiveness,courtsystem_effectiveness,economicsystem_effectiveness,prisonsystem_effectiveness,healthcaresystem_effectiveness,educationsystem_fairness,courtsystem_fairness,economicsystem_fairness,prisonsystem_fairness,healthcaresystem_fairness,courtprisonsystem_effectiveness_attitudes,courtprisonsystem_fairness_attitudes,courtsystem_attitudes,prisonsystem_attitudes,courtprisonsystem_attitdues,allsystem_attitudes,voting_importance,juryduty_importance,condition_categorical,Condition_Blackdefendant,appropriate_penalty,appropriate_penalty,verdict_PRE,confidence_guilty_PRE,confidence_notguilty_PRE,confidence_verdict_PRE,penalty_continuous_PRE_NA,penalty_continuous_PRE_0s,"If you had to sentence the individual being charged in this case, what would your verdict be?",verdict_POST,confidence_notguilty_POST,confidence_verdict_POST,confidenceinverdict_POST,penalty_continuous_POST,peNAlty_continuous_POST_NA,pe0lty_continuous_POST_0s,What socioeconomic class do you estimate the defendant in this case falls into?,impression_defendant_SES,What income bracket do you estimate the defendant in this case falls into?,impression_defendant_income,What is the highest level of education that you estimate the defendant in this case has?,impression_defendant_EDU,impression_defendant_trustworthiness,impression_defendant_intelligence,impression_defendant_dangerous,impression_defendant_reckless,impression_defendant_dominant,impression_defendant_competent,impression_defendant_hotheaded,impression_defendant_impulsive,Did the defendant in this case have an accent?,Which of the following best describes the accent the defendant had?,Please make your best guess as to which part of the United States the defendant in this case is from.,Because of today's PC (politically correct) standards I try to not appear racially prejudiced toward Black people.,I try to hide any racially prejudiced thoughts in order to avoid negative reactions from others.,I attempt to not appear racially prejudiced in order to avoid disapproval from others.,IMS,I attempt to not act in racially prejudiced ways because it is personally important to me.,I am personally motivated by my beliefs to not be racially prejudiced,"Because of my personal values, I believe that using racial stereotypes is wrong.",EMS ,"Because this study involved deception, as explained above, you have the right to withdraw consent to use the data we collected from you. If you give your consent, we will be able to use your data. If you do not give your consent, we will not be allowed to use your data and will have to destroy it. So please SELECT ONE:",Do you feel that you have been adequately debriefed about the nature of this study?,PROLIFIC_PID,con
108.147.177.133,523,36,0,1,1,0,3,Republican,4,4,4,1.25,1.625,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.1,7,7,white_standard,0,5 years,5,1,7,,7,5,5,Guilty,1,6,,6,5 years,5,5,Lower class,1,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,6,6,1,2,1,7,2,3,No,,Midwest,1,1,1,1,7,1,1,3,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5d13eb3feed3200019004458,-1
67.161.105.37,1132,34,1,1,1,0,4,Independent,2,2,2,3,2.25,2,2,2,1,2,2,1,1,1,1,1.5,1,1.5,1,1.25,1.5,3,3,white_standard,0,5 years,5,1,7,,7,5,5,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,5,6,2,4,4,6,5,3,No,,Midwest,4,7,4,5,7,6,7,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6114ba31072fc0bcc226b89d,-1
66.56.55.49,1009,36,0,0,0,1,2,Democrat,2,2,2,1.75,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,6,white_standard,0,5 years,5,0,,4,4,NA,0,Guilty,1,3,,3,2 years,2,2,Upper middle class,4,"$91,000-$120,000",4,Bachelor's degree,3,3,4,3,5,5,4,5,6,No,,West,1,1,1,1,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65e767c2310c7f0384f618cc,-1
185.124.63.219,595,29,0,1,1,0,6,Democrat,7,7 Extremely Conservative/Right-Leaning,6,4.5,4.75,5,5,5,4,4,4,4,4,3,4,4.5,3.5,4.5,3.5,4,4.2,4,6,white_standard,0,3 years,3,1,7,,7,4,4,Guilty,1,7,,7,5 years,5,5,Upper middle class,4,"$61,000-$90,000",3,Master's degree,4,4,5,6,6,6,6,6,4,Yes,Impossible to tell,Midwest,5,5,5,5,5,6,,5.5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66d9a245e218845b965389ce,-1
97.106.180.235,1015,49,0,0,0,1,5,Independent,5,3,4,2.875,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.8,5,5,white_standard,0,2 years,2,0,,7,7,NA,0,Guilty,1,6,,6,2 years,2,2,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,4,6,6,5,6,3,6,6,No,,Midwest,1,2,2,1.666666667,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",659452031f9e6abfe7d78114,-1
50.90.98.114,1159,70,0,1,1,0,4,Independent,4,3,5,4.125,3.875,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1.9,7,7,white_standard,0,2 years,2,1,4,,4,2,2,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,5,5,6,5,4,5,6,No,,Midwest,2,2,2,2,6,6,5,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",661db80aebfb3f4250cf72e5,-1
107.127.25.47,752,40,1,0,1,0,3,Independent,4,4,4,2.875,3.375,2,3,3,3,2,1,1,2,2,2,3,1.5,2,2.5,2.25,2.1,5,3,white_standard,0,1 year,1,1,3,,3,2,2,Guilty,1,5,,5,2 years,2,2,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,2,1,2,3,2,4,2,2,No,,West,7,5,6,6,5,3,6,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",665ba6320399db768cb43621,-1
174.199.160.184,598,40,1,1,1,0,3,Republican,6,7 Extremely Conservative/Right-Leaning,6,5.125,6,2,4,3,2,2,2,3,3,2,2,3,2.5,3.5,2,2.75,2.5,7,6,white_standard,0,3 years,3,0,,2,2,NA,0,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,3,5,5,6,4,5,6,6,No,,Northeast,6,7,6,6.333333333,6,5,7,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5e88288b0a0d8f4ad029f6e3,-1
96.252.116.138,969,41,1,0,1,0,5,Democrat,3,3,1 Extremely Liberal/Left-Leaning,2.875,3.25,2,3,2,4,3,2,3,1,2,2,3.5,2.5,3,3,3,2.4,5,5,white_standard,0,less than 1 year,0,0,,3,3,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,4,1,1,2,6,3,1,No,,Northeast,6,4,4,4.666666667,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5755a4c33c680b00095db408,-1
98.97.0.122,788,42,0,1,1,0,4,Independent,5,5,5,2.875,3.5,2,2,2,1,2,1,2,2,1,2,1.5,1.5,2,1,1.5,1.7,6,5,white_standard,0,less than 1 year,0,0,,3,3,NA,0,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,4,6,4,4,5,6,3,2,No,,Midwest,3,3,3,3,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66985059ff08abc91b78325b,-1
76.92.131.242,1064,51,0,1,1,0,5,Democrat,3,2,4,3.375,2,2,2,2,2,1,2,2,2,1,1,2,1.5,2,1.5,1.75,1.7,7,7,white_standard,0,5 years,5,1,2,,2,5,5,Guilty,1,4,,4,3 years,3,3,Middle class,3,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,1,2,3,2,2,2,6,6,No,,Midwest,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6543e63f84575ece46d746a4,-1
68.36.230.144,560,31,0,0,0,1,3,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,3.25,3.375,1,2,2,1,2,2,2,2,1,3,1.5,1.5,2,1,1.5,1.8,7,5,white_standard,0,5 years,5,1,5,,5,3,3,Guilty,1,5,,5,3 years,3,3,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,5,5,6,6,5,5,4,6,No,,Midwest,4,5,6,5,4,6,5,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",656621c12123fab75fe96106,-1
71.58.113.111,1191,30,0,1,1,0,6,Democrat,2,,4,2.375,3,2,2,2,1,2,1,2,2,1,1,1.5,1.5,2,1,1.5,1.6,7,6,white_standard,0,3 years,3,0,,2,2,NA,0,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,5,6,5,5,6,6,No,,Northeast,5,5,2,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66cc7fd83e308bda32e26843,-1
50.82.199.139,831,61,0,0,0,1,4,Democrat,3,3,4,3.5,3.125,3,3,2,3,2,3,2,2,2,3,3,2,2.5,2.5,2.5,2.5,6,4,white_standard,0,2 years,2,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,4,4,2,4,3,6,4,3,No,,Northeast,6,2,4,4,5,7,5,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5f371531d5b7e818ee0cf328,-1
67.176.215.238,951,36,0,0,0,1,6,Democrat,2,1 Extremely Liberal/Left-Leaning,2,3,2.875,4,3,4,4,2,4,2,2,1,4,3.5,1.5,2.5,2.5,2.5,3,5,5,white_standard,0,less than 1 year,0,0,,4,4,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$61,000-$90,000",3,Bachelor's degree,3,3,4,3,3,4,4,4,3,No,,Midwest,7,1,1,3,7,5,7,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66463de1bc3cd64f0fe3c5ea,-1
76.113.82.88,680,37,1,0,1,0,2,Independent,2,2,2,3.625,3,2,2,1,1,2,2,2,2,1,3,1.5,1.5,2,1,1.5,1.8,7,7,white_standard,0,1 year,1,0,,2,2,NA,0,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Middle class,3,"$91,000-$120,000",4,Bachelor's degree,3,4,4,4,4,5,5,5,5,No,,Midwest,2,4,2,2.666666667,6,4,6,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66c529cc54515e5838467fdf,-1
73.21.245.36,485,47,0,1,1,0,5,Democrat,1,1 Extremely Liberal/Left-Leaning,4,2.375,2.25,3,4,2,1,2,3,3,2,1,2,2.5,2,3.5,1,2.25,2.3,7,5,white_standard,0,1 year,1,0,,7,7,NA,0,Guilty,1,7,,7,4 years,4,4,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,1,4,5,7,6,4,7,7,No,,Midwest,5,6,5,5.333333333,6,7,5,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5dbc46b70338051eb7999760,-1
104.188.187.56,543,41,1,1,1,0,5,Independent,4,4,4,2.75,4.25,1,3,2,3,1,2,3,2,3,1,3,3,3,3,3,2.1,5,5,white_standard,0,2 years,2,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,4,5,2,4,3,5,5,5,No,,Midwest,6,5,6,5.666666667,4,6,6,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65e8c595cd52544a59299beb,-1
174.229.31.37,1739,40,0,1,1,0,6,Republican,6,6,6,4,4.5,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1.8,7,4,white_standard,0,1 year,1,0,,2,2,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$91,000-$120,000",4,Bachelor's degree,3,4,4,4,4,4,4,4,4,No,,Midwest,4,4,4,4,4,6,4,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",63d13c066352266a8621cc2a,-1
98.61.92.215,480,35,0,1,1,0,5,Democrat,3,2,4,3.375,2.875,3,3,2,3,1,3,3,3,2,1,3,2.5,3,2.5,2.75,2.4,6,5,white_standard,0,5 years,5,1,5,,5,5,5,Guilty,1,5,,5,5 years,5,5,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,2,5,4,5,6,5,6,5,No,,Midwest,6,6,6,6,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65eb6ffd3cd8843ed98975a5,-1
66.56.20.214,1180,50,0,1,1,0,3,Democrat,2,2,2,1.75,1.875,2,2,1,2,2,1,1,1,1,1,2,1,1.5,1.5,1.5,1.4,3,5,white_standard,0,more than 10 years,11,0,,4,4,NA,0,Guilty,1,5,,5,5 years,5,5,Upper middle class,4,"$91,000-$120,000",4,Bachelor's degree,3,4,6,5,7,7,7,6,7,No,,Northeast,2,2,2,2,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6274022a57cbc0acfe84807e,-1
71.90.156.168,620,44,1,1,1,0,2,Republican,5,5,6,2.625,4.75,2,3,2,2,3,4,4,3,3,4,2.5,3.5,3.5,2.5,3,3,6,5,white_standard,0,3 years,3,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,2,3,4,5,4,3,6,5,No,,Northeast,2,2,2,2,4,4,3,3.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",633edc50cfae73d4a72ca889,-1
72.184.65.35,446,33,1,1,1,0,5,Republican,7,7 Extremely Conservative/Right-Leaning,5,1.375,3.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,white_standard,0,5 years,5,0,,7,7,NA,0,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,6,4,1,1,5,6,5,1,No,,Midwest,5,5,5,5,1,1,1,1,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66bbc7a9c01402452eb7fa7c,-1
104.188.180.221,621,45,0,0,1,0,6,Democrat,1,3,1 Extremely Liberal/Left-Leaning,3.25,5,2,2,1,2,1,3,2,3,2,2,2,2,2,2,2,2,7,7,white_standard,0,3 years,3,0,,5,5,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Master's degree,4,6,6,2,5,5,5,2,5,No,,Northeast,7,3,3,4.333333333,7,7,4,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",669d9f8f7da9acc4b684c9cd,-1
172.58.8.70,483,27,0,1,1,0,1,Independent,1,1 Extremely Liberal/Left-Leaning,2,1.625,2.125,2,2,2,1,2,2,2,1,2,1,1.5,2,2,1.5,1.75,1.7,7,7,white_standard,0,3 years,3,0,,3,3,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,3,3,3,4,3,2,No,,Midwest,3,3,3,3,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66750c823b443d34673b1ce6,-1
76.33.77.135,617,29,0,0,1,0,3,Independent,5,4,4,3.375,3.625,4,1,2,5,4,1,4,3,1,1,3,2.5,2.5,3,2.75,2.6,3,5,white_standard,0,4 years,4,1,,,,2,2,Guilty,1,7,,7,4 years,4,4,Middle class,3,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,6,7,7,5,3,4,3,5,No,,West,3,4,3,3.333333333,5,3,4,4,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",60d1220ee97a3b16edd3c882,-1
96.86.188.251,388,32,1,0,1,0,3,Democrat,2,1 Extremely Liberal/Left-Leaning,2,4.375,3.875,1,2,1,2,1,2,1,1,1,1,2,1,1.5,1.5,1.5,1.3,7,1,white_standard,0,less than 1 year,0,0,,2,2,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,4,3,5,4,4,5,5,No,,Midwest,6,6,6,6,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5da46a3201beee00176bc836,-1
152.86.88.17,467,53,1,1,1,0,5,Democrat,3,3,3,5.25,4.75,2,3,2,2,2,3,3,3,3,3,2.5,3,3,2.5,2.75,2.6,6,5,white_standard,0,1 year,1,0,,2,2,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,3,4,4,4,5,5,No,,West,4,4,4,4,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5727d93522e522000e7a0a3c,-1
24.93.172.251,493,40,1,1,1,0,5,Independent,4,3,6,2.75,4.625,1,2,3,1,2,4,1,2,1,1,1.5,1,1.5,1,1.25,1.8,2,5,white_standard,0,less than 1 year,0,0,,4,4,NA,0,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,3,5,5,2,4,6,2,3,No,,Midwest,5,1,3,3,2,2,3,2.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6627b43d7e025aea82150f09,-1
69.232.100.71,459,24,0,1,1,0,3,Independent,4,4,4,2.125,2.875,2,2,2,2,2,1,1,1,1,1,2,1,1.5,1.5,1.5,1.5,5,1,white_standard,0,2 years,2,1,5,,5,2,2,Guilty,1,5,,5,2 years,2,2,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,3,5,4,7,4,5,7,6,Yes,Midwestern Accent,Midwest,6,6,6,6,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",612e88e81952522ab3d8d8a7,-1
68.84.223.100,744,25,1,1,1,0,4,Democrat,2,2,3,3.125,3.5,2,2,3,1,1,2,2,3,1,1,1.5,1.5,2,1,1.5,1.8,6,4,white_standard,0,5 years,5,0,,5,5,NA,0,Guilty,1,3,,3,3 years,3,3,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,4,5,4,5,4,5,6,5,No,,West,6,6,6,6,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5d6513f46f5284000118ef1d,-1
173.59.114.161,767,45,1,1,1,0,3,Democrat,3,3,4,4.25,4.625,2,3,2,2,2,5,4,1,4,2,2.5,4,3.5,3,3.25,2.7,7,7,white_standard,0,2 years,2,1,6,,6,2,2,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,5,5,2,4,3,5,4,6,No,,Northeast,6,4,4,4.666666667,5,6,6,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5aa2dcf36219a30001f57b7e,-1
108.24.91.110,469,26,1,1,1,0,5,Democrat,2,2,3,2.25,2.625,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2.4,7,6,white_standard,0,2 years,2,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,5,4,4,4,3,3,4,5,No,,Northeast,4,7,2,4.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",660c01a0650d1c2b5bcf0891,-1
73.73.210.99,396,34,0,1,1,0,6,Democrat,2,2,2,2.625,3.125,2,1,1,1,2,2,2,1,2,2,1,2,1.5,1.5,1.5,1.6,7,7,white_standard,0,less than 1 year,0,0,,2,2,NA,0,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,3,4,4,5,5,5,7,6,No,,Midwest,1,1,2,1.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5dceac35f347c110b9d71b62,-1
204.195.174.171,480,35,1,1,1,0,4,Independent,4,3,5,3,4,2,2,1,1,2,3,2,1,2,3,1.5,2,2,1.5,1.75,1.9,2,4,white_standard,0,5 years,5,0,,2,2,NA,0,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,3,4,2,3,4,5,3,3,No,,Midwest,2,2,2,2,6,5,6,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",58a0c507890ea500014c4e9b,-1
73.254.105.141,1543,27,1,1,1,0,5,Independent,4,5,4,4.625,3.625,4,1,1,2,3,3,3,3,1,1,1.5,2,2,1.5,1.75,2.2,3,4,white_standard,0,10 years,10,1,3,,3,9,9,Guilty,1,4,,4,5 years,5,5,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,3,1,4,1,5,5,1,No,,Midwest,4,4,4,4,5,4,2,3.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5a6b207fd5d4cb0001d641c5,-1
72.69.107.55,886,43,1,1,1,0,6,Republican,4,4,5,5.25,5.625,3,3,4,2,4,3,3,4,2,3,2.5,2.5,3,2,2.5,3.1,5,5,white_standard,0,less than 1 year,0,0,,4,4,NA,0,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Middle class,3,"$91,000-$120,000",4,Bachelor's degree,3,4,4,5,5,4,4,5,4,No,,Northeast,6,2,4,4,7,7,5,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66a0153a91738d14317efd64,-1
68.49.204.83,534,48,0,1,1,0,4,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,4.75,5.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,white_standard,0,less than 1 year,0,0,,7,7,NA,0,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Upper middle class,4,"$61,000-$90,000",3,Bachelor's degree,3,7,1,1,1,1,7,7,1,No,,Midwest,1,1,1,1,1,1,1,1,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66ca6d8fe63861f3060caae9,-1
173.53.0.93,502,39,1,0,1,0,3,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,2.625,2.5,4,3,2,1,2,3,2,2,1,2,2,1.5,2.5,1,1.75,2.2,7,7,white_standard,0,2 years,2,0,,2,2,NA,0,Guilty,1,5,,5,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,7,7,6,6,7,7,No,,Northeast,6,4,4,4.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5c082f58b5b7c80001dd5bf4,-1
74.110.207.119,456,40,0,1,1,0,5,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,2.75,3,2,2,3,1,1,1,1,2,1,1,1.5,1,1.5,1,1.25,1.5,7,7,white_standard,0,10 years,10,0,,1,1,NA,0,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Middle class,3,"$91,000-$120,000",4,Bachelor's degree,3,2,2,5,7,5,7,7,7,No,,Northeast,4,1,1,2,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66ace6a461403616d9c83827,-1
45.196.41.5,650,29,0,0,0,1,5,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,4.875,4.75,5,4,5,5,5,4,5,5,5,5,4.5,5,4.5,5,4.75,4.8,7,5,white_standard,0,less than 1 year,0,0,,6,6,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,7,7,2,7,7,7,3,7,Yes,Midwestern Accent,Midwest,3,3,3,3,3,6,3,4,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",664dbc271f179ae8ca0d9f73,-1
172.84.188.3,1979,28,0,1,1,0,5,Democrat,2,2,3,4,3.875,3,3,3,3,3,3,4,3,3,3,3,3.5,3.5,3,3.25,3.1,5,4,black_written,1,2 years,2,1,5,,5,2,2,Guilty,1,4,,4,2 years,2,2,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,3,5,4,5,4,4,4,4,South,,,3,3,3,3,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65e0fc6b883b6a493d50e0a5,1
207.228.27.121,1686,66,1,0,0,1,6,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,4.25,4.125,5,3,3,3,4,5,3,4,3,3,3,3,3,3,3,3.6,7,6,black_written,1,2 years,2,0,,6,6,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,4,6,2,2,4,5,4,4,South,,,5,,7,6,6,5,5,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",660ae2dd889fddc1f5b8d70a,1
172.58.182.177,1308,29,1,0,1,0,6,Democrat,2,2,4,5,4.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,black_written,1,5 years,5,0,,1,1,NA,0,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,1,1,1,4,1,2,Northeast,,,4,7,7,6,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",61081c8c22d490c1c86ed661,1
174.231.82.250,1682,32,1,1,1,0,2,Independent,4,4,4,5.5,3.625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,black_written,1,2 years,2,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,6,7,2,4,4,6,4,4,Northeast,,,4,1,2,2.333333333,5,4,6,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65fc207aef1f5877493fe5e8,1
140.150.174.254,1855,39,1,1,1,0,5,Independent,4,5,6,5,4.125,2,4,3,4,4,3,4,2,3,3,4,3.5,4,3.5,3.75,3.2,3,4,black_written,1,5 years,5,0,,2,2,8,8,Guilty,1,4,,4,5 years,5,5,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,4,2,4,2,5,3,5,Northeast,,,4,5,3,4,5,5,5,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",669f4c6bb93529f2af1feae2,1
140.150.169.66,1517,39,0,0,0,1,6,Independent,4,5,5,5,3.375,2,3,2,2,3,2,3,3,2,3,2.5,2.5,3,2,2.5,2.5,7,7,black_written,1,less than 1 year,0,0,,7,7,NA,0,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,6,5,3,3,4,5,4,3,West,,,7,7,5,6.333333333,6,7,6,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66abea4ced729c3a9f38d17a,1
